question,answer_a,answer_b,answer_c,answer_correct,media,category
"On a road marked in this way, can you drive a passenger car at a speed of 100 km/h?",,,,Tak,1A1306.wmv,"B,C,D,B1,C1,D1"
"Beyond this sign, is 120 km/h the maximum speed at which you may drive a passenger car?",,,,Nie,1A1307.jpg,"B,C,D,B1,C1,D1"
"On a road, once you go past this sign, can you drive at a speed of 30 km/h?",,,,Nie,1A1309.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to give right of way to the vehicle approaching from the right side?",,,,Tak,1A1311.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"On a road, past this sign, can you make a U-turn?",,,,Nie,1A1312.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"On a road, once you go past this sign, can you make a U-turn?",,,,Tak,1A1313.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the first sign you see here tell you to drive with a speed of up to 50 km/h?,,,,Nie,1A1314.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this sign inform you of approaching an exit from the motorway?,,,,Tak,1A1318.jpg,"A,B,C,D,A1,A2,B1,C1,D1"
"In this situation, when you're changing lanes, are you obliged to use your turn signal?",,,,Tak,1A1322.wmv,"A,B,C,D,T,A1,A2,B1,C1,D1"
"On a road, once you go past this sign, can you drive at a speed of 20 km/h?",,,,Tak,1A1324.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"On a road, once you go past this sign, do you have the right of way over pedestrians?",,,,Nie,1A1325.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"On a road, once you go past this sign, are you obliged to give the right of way to pedestrians ?",,,,Tak,1A1326.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"On a road, once you go past this sign, can you perform a reverse manoeuvre?",,,,Tak,1A1328.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"On a road marked this way, can you drive a light four wheeled vehicle (microcar, quad)?",,,,Nie,1A1331.wmv,AM
"On a road marked this way, can you drive a light four wheeled vehicle (microcar, quad)?",,,,Nie,1A1332.jpg,"AM,B1"
"In this situation, when you're changing lanes, are you obliged to indicate your intention of making such a manoeuvre?",,,,Tak,1A1334.wmv,AM
"When riding a moped vehicle, can you turn right onto the road marked this way?",,,,Tak,1A1335.jpg,AM
"When riding a moped vehicle, can you turn right once you go past this sign?",,,,Tak,1A1336.jpg,AM
Do these road markings tell you to change lanes by going to the next lane indicated by an arrow?,,,,Tak,1A251.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this road marking allow you to go straight through the intersection using this lane?,,,,Nie,1A252.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this road marking allow you to make a U-turn?,,,,Tak,1A253.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this road marking allow you to go straight in this lane?,,,,Nie,1A254.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Can you stop a passenger car in a spot designated as a stop area (a zigzag line)?,,,,Nie,1A258.jpg,"B,C,D,B1,C1,D1"
Does this road marking designate a parking lane?,,,,Tak,1A260.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this road marking designate an area which is excluded from traffic?,,,,Nie,1A261.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"On a line marked by triangular road markings, are you unconditionally obliged to stop the vehicle?",,,,Nie,1A263.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does a broken line in front of a pedestrian crossing indicate a conditional stopping area?,,,,Tak,1A264.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this road marking allow you to continue riding a moped vehicle in this lane?,,,,Nie,1A265.wmv,AM
Can you stop in the spot designated as a stop area (a zigzag line)?,,,,Nie,1A266.jpg,"A,T,AM,A1,A2"
Do the visible road markings in the right lane indicate the start of an exit from the motorway?,,,,Nie,1A280.jpg,"A,B,C,D,A1,A2,C1,D1"
Does this signal mean a collision-free left turn?,,,,Tak,1A301.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Can you drive through the pedestrian crossing in this situation?,,,,Nie,1A304.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does this signal mean that you can enter a pedestrian crossing and a crossing for cyclists?,,,,Nie,1A305.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you enter the railway crossing?",,,,Nie,1A306.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, do you have the right of way over a tram?",,,,Tak,1A307.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, after the light turns green and the pedestrians leave the crossing, can you enter the intersection?",,,,Tak,1A309.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you enter the intersection?",,,,Tak,1A310.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you make a U-turn?",,,,Tak,1A312.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In the situation that you see here, can you enter the railway crossing?",,,,Nie,1A314.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are the traffic lights more important than the road signs?",,,,Tak,1A317.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to stop before you enter the intersection?",,,,Nie,1A319.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you enter the intersection?",,,,Nie,1A352.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you enter the intersection?",,,,Tak,1A353.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you make a U-turn at the intersection?",,,,Tak,1A354.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you merge with traffic when you leave the residential area?,,,,Tak,1A4101.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Do you have the right of way over all vehicles at an intersection marked in such a way?,,,,Nie,1A4105.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you turn right at this intersection, do you have the right of way over the approaching vehicle?",,,,Tak,1A4106.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you turn left at this intersection, do you have the right of way over the approaching vehicle?",,,,Nie,1A4107.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you turn left at this intersection, do you have the right of way over the vehicle approaching from the opposite direction?",,,,Nie,1A4108.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you enter the road from a sidewalk, does this mean that you are merging with traffic?",,,,Tak,1A4109.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you go straight ahead at this intersection, do you have the right of way over a cyclist?",,,,Nie,1A4110.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you merge with traffic, should you give the right of way to a pedestrian who is not on a pedestrian crossing?",,,,Tak,1A4114.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you enter a road from a car park, should you give the right of way to vehicles travelling on the road?",,,,Tak,1A4115.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to give the right of way to a tractor?",,,,Nie,1A4116.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you turn left at this intersection, do you have the right of way over the vehicle approaching from the left?",,,,Tak,1A4117.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you go straight, are you obliged to give the right of way to the cyclist?",,,,Tak,1A4118.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you turn left at this intersection, do you have the right of way over the vehicle approaching from the opposite direction?",,,,Nie,1A4119.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, if you turn right, do you have the right of way over a vehicle approaching from the left?",,,,Tak,1A4120.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you go straight, should you give the right of way to a vehicle approaching from the left?",,,,Nie,1A4121.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
You intend to turn left at this intersection. Are you obliged to give the right of way to a vehicle approaching from the left?,,,,Nie,1A4124.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Are you merging with traffic in this situation?,,,,Tak,1A4125.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you go straight at this intersection, should you give the right of way to a vehicle approaching from the left?",,,,Nie,1A4133.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, should you allow the emergency vehicle to pass?",,,,Tak,1A4201.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"At this intersection, do you have the right of way over a vehicle approaching from the left?",,,,Nie,1A4203.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, do you have the right of way over the vehicle approaching from the right?",,,,Tak,1A4206.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you go straight at this intersection, do you have the right of way over a vehicle approaching from the left?",,,,Tak,1A4211.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you turn right, do you have the right of way over a vehicle approaching from the opposite direction?",,,,Nie,1A4212.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, if you turn left, do you have the right of way over the vehicle approaching from the right?",,,,Tak,1A4213.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, if you go straight, do you have the right of way over the vehicle approaching from the right?",,,,Tak,1A4214.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, if you go straight, do you have the right of way over the vehicle approaching from the right?",,,,Tak,1A4215.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you go straight, do you have the right of way over a vehicle approaching from the left?",,,,Tak,1A4216.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you turn left, do you have the right of way over a vehicle approaching from the opposite direction?",,,,Nie,1A4217.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you go straight, do you have the right of way over a vehicle approaching from the opposite direction and turning left?",,,,Tak,1A4220.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"If you turn right, do you have the right of way over a vehicle approaching from the opposite direction?",,,,Nie,1A4222.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to give the right of way to the vehicle approaching from the opposite direction?",,,,Tak,1A4228.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you drive past the traffic lights, if stopping in front of the lights would require rapid braking?",,,,Tak,1A4301.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Turning right in this situation, must you give right of way to the pedestrian?",,,,Tak,1A4302.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you unconditionally turn right at the intersection?",,,,Nie,1A4305.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, if you intend to turn left, can you go past the traffic lights?",,,,Nie,1A4320.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, after the light turns green, can you make a U-turn at the intersection?",,,,Tak,1A4322.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, do you have the right of way over the pedestrian?",,,,Nie,1A4326.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Can you go straight from this lane?,,,,Tak,1A4330.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you make a U-turn from this lane?",,,,Nie,1A4333.jpg,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, can you enter the intersection without stopping?",,,,Tak,1A4335.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to stop, even if this would mean rapid braking?",,,,Nie,1A4336.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
Does the posture of the policeman at the intersection indicate that you may turn right?,,,,Tak,1A4401.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"Intending to turn right in this situation, do you have the right of way over the pedestrian?",,,,Tak,1A4404.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
"In this situation, are you obliged to stop in front of the intersection?",,,,Nie,1A4407.wmv,"A,B,C,D,T,AM,A1,A2,B1,C1,D1"
